run,save_path,enable_upr,enable_filter,stage2_epoch,soft_topk,soft_temp,best_r1_by_map,best_map,best_minp,last_common_accuracy,last_mutual_match_ratio,soft_r2i_top1_acc,soft_r2i_topk_acc,soft_r2i_correct_mass_mean,soft_r2i_entropy_mean,soft_i2r_top1_acc,soft_i2r_topk_acc,soft_i2r_correct_mass_mean,soft_i2r_entropy_mean
baseline_softdiag_p2s5,baseline_softdiag_p2s5_step8b_t4x2_20260624_135403_3f482ac,False,False,5,3,0.5,0.4539,0.4459,0.3343,0.6153846153846154,0.8719512195121951,0.47572815533980584,0.6262135922330098,0.3814004940110767,0.7222031821739662,0.5,0.6116504854368932,0.3916901148024065,0.713809852646758
upr_v02_softdiag_filter055_p2s5,upr_v02_softdiag_filter055_p2s5_step8b_t4x2_20260624_135403_3f482ac,True,True,5,3,0.5,0.4214,0.4064,0.3004,0.6043956043956044,0.9381443298969072,0.4029126213592233,0.5485436893203883,0.3027285191746376,0.8134318561148212,0.4368932038834951,0.5922330097087378,0.3412463687492416,0.7844595540274345
